date,pm25,pm10,o3,no2,so2,co
7/16/2020,96,33,45,9,4,5
7/15/2020,66,34,49,9,3,5
7/14/2020,59,33,61,10,4,5
7/13/2020,39,27,43,9,5,6
7/12/2020,39,18,30,5,3,4
7/11/2020,45,18,27,5,3,3
7/10/2020,45,20,31,4,2,1
7/9/2020,37,23,30,5,2,2
7/8/2020,27,20,36,5,2,2
7/7/2020,32,16,38,4,2,2
7/6/2020,38,16,36,3,2,2
7/5/2020,23,21,42,5,3,2
7/4/2020,22,17,34,5,2,2
7/3/2020,23,15,26,3,2,3
7/2/2020,17,13,29,6,2,5
7/1/2020,22,11,29,6,3,5
6/30/2020,33,13,38,4,2,4
6/29/2020,31,16,38,4,2,4
6/28/2020,26,15,36,5,3,4
6/27/2020,24,15,29,4,2,3
6/26/2020,43,11,24,4,2,3
6/25/2020,59,20,38,5,2,3
6/24/2020,51,31,50,9,3,4
6/23/2020,53,29,56,7,3,4
6/22/2020,51,25,48,6,3,4
6/21/2020,55,27,44,7,3,4
6/20/2020,34,26,50,8,3,5
6/19/2020,18,20,44,5,2,3
6/18/2020,25,17,38,5,2,3
6/17/2020,24,19,38,5,2,3
6/16/2020,19,19,34,5,2,3
6/15/2020,21,17,26,6,2,3
6/14/2020,15,15,26,4,2,3
6/13/2020,24,17,28,5,1,3
6/12/2020,34,13,39,5,2,3
6/11/2020,32,17,39,11,5,4
6/10/2020,23,19,30,9,3,4
6/9/2020,17,11,28,8,2,3
6/8/2020,24,12,28,6,2,3
6/7/2020,22,19,30,7,2,3
6/6/2020,17,17,30,8,2,3
6/5/2020,24,15,28,5,2,3
6/4/2020,20,19,32,5,2,3
6/3/2020,33,16,26,4,1,3
6/2/2020,44,16,26,5,1,3
6/1/2020,41,24,27,10,3,4
5/31/2020,55,26,35,12,4,4
5/30/2020,66,29,45,11,2,4
5/29/2020,49,32,46,5,3,4
5/28/2020,47,24,51,6,2,4
5/27/2020,31,26,38,9,3,4
5/26/2020,25,18,35,7,2,3
5/25/2020,41,15,42,6,2,3
5/24/2020,42,26,70,9,3,3
5/23/2020,21,19,53,9,3,4
5/22/2020,47,8,40,5,1,3
5/21/2020,76,18,39,6,1,4
5/20/2020,73,42,49,8,3,4
5/19/2020,41,39,62,8,4,5
5/18/2020,40,18,34,10,2,4
5/17/2020,30,22,40,6,3,3
5/16/2020,57,13,39,4,2,3
5/15/2020,72,30,54,7,2,4
5/14/2020,80,43,81,9,5,4
5/13/2020,76,45,101,5,3,5
5/12/2020,62,27,70,5,2,6
5/11/2020,66,24,77,6,2,7
5/10/2020,53,30,68,12,4,4
5/9/2020,56,20,40,8,2,3
5/8/2020,41,17,0,6,2,3
5/7/2020,63,16,42,6,1,3
5/6/2020,57,28,39,10,3,3
5/5/2020,67,27,48,9,2,3
5/4/2020,73,29,48,11,2,4
5/3/2020,73,33,46,11,5,4
5/2/2020,84,33,79,10,4,3
5/1/2020,87,39,79,13,4,4
4/30/2020,68,44,83,14,5,4
4/29/2020,62,42,50,10,3,3
4/28/2020,84,44,73,7,2,3
4/27/2020,88,44,73,19,6,4
4/26/2020,71,44,92,14,7,4
4/25/2020,51,41,66,11,5,3
4/24/2020,47,22,47,5,2,2
4/23/2020,45,18,43,5,1,3
4/22/2020,62,24,49,6,2,3
4/21/2020,75,30,47,8,2,5
4/20/2020,80,35,47,9,2,6
4/19/2020,71,40,39,10,3,5
4/18/2020,82,40,38,13,5,5
4/17/2020,108,44,55,12,5,4
4/16/2020,107,49,59,14,7,4
4/15/2020,86,49,70,13,7,4
4/14/2020,71,47,72,6,3,3
4/13/2020,55,37,63,8,3,2
4/12/2020,108,25,47,6,3,4
4/11/2020,73,53,41,24,7,5
4/10/2020,82,41,74,12,5,3
4/9/2020,60,45,74,14,5,2
4/8/2020,87,35,50,13,4,1
4/7/2020,75,39,46,14,6,3
4/6/2020,73,35,41,18,2,2
4/5/2020,67,34,39,5,2,1
4/4/2020,60,28,41,8,3,3
4/3/2020,53,19,35,9,2,3
4/2/2020,64,20,43,5,2,3
4/1/2020,0,29,44,7,2,4
3/30/2020,44,0,0,0,0,0
3/29/2020,44,21,33,4,2,2
3/28/2020,62,20,36,3,1,3
3/27/2020,65,28,33,15,4,5
3/26/2020,67,28,43,14,3,5
3/25/2020,62,37,47,13,4,4
3/24/2020,76,32,56,5,3,4
3/23/2020,119,37,51,5,2,6
3/22/2020,83,51,45,15,6,7
3/21/2020,90,56,45,14,4,4
3/20/2020,123,51,60,11,2,6
3/19/2020,124,52,24,21,5,8
3/18/2020,85,51,51,19,5,6
3/17/2020,76,51,54,17,5,3
3/16/2020,75,50,58,7,3,3
3/15/2020,62,40,56,2,2,3
3/14/2020,76,25,43,3,1,4
3/13/2020,58,33,37,16,3,5
3/12/2020,53,20,47,12,1,4
3/11/2020,45,26,50,2,2,3
3/10/2020,79,18,47,8,2,4
3/9/2020,76,31,36,8,2,4
3/8/2020,68,32,42,7,2,4
3/7/2020,60,29,42,11,4,3
3/6/2020,43,22,50,4,2,1
3/5/2020,55,17,41,3,1,1
3/4/2020,60,20,43,4,1,2
3/3/2020,57,22,0,2,2,2
3/2/2020,71,28,43,3,1,3
3/1/2020,79,31,40,13,3,4
2/29/2020,65,36,42,14,4,3
2/28/2020,62,30,48,7,3,3
2/27/2020,91,25,55,2,1,4
2/26/2020,95,38,61,12,3,5
2/25/2020,87,47,72,20,5,5
2/24/2020,79,54,56,12,3,4
2/23/2020,77,51,62,1,2,2
2/22/2020,59,34,53,12,3,3
2/21/2020,60,25,52,12,3,1
2/20/2020,48,27,48,7,3,2
2/19/2020,47,18,51,4,2,1
2/18/2020,34,20,52,1,2,1
2/17/2020,31,14,44,1,1,1
2/16/2020,52,9,26,9,2,5
2/15/2020,57,16,35,14,2,6
2/14/2020,96,18,37,13,2,5
2/13/2020,123,47,39,15,2,5
2/12/2020,90,47,46,17,3,6
2/11/2020,74,36,48,12,3,3
2/10/2020,51,28,57,2,2,3
2/9/2020,41,16,44,1,1,3
2/8/2020,40,13,37,1,1,3
2/7/2020,63,13,43,2,1,3
2/6/2020,49,24,45,1,1,3
2/5/2020,62,15,49,1,2,3
2/4/2020,109,17,35,5,1,4
2/3/2020,107,39,45,8,3,3
2/2/2020,92,39,59,7,3,4
2/1/2020,91,33,59,1,2,3
1/31/2020,71,30,53,2,2,2
1/30/2020,49,22,50,1,2,2
1/29/2020,35,13,43,1,1,3
1/28/2020,26,11,33,3,1,2
1/27/2020,28,8,39,3,2,3
1/26/2020,109,9,35,4,1,4
1/25/2020,71,40,39,4,3,4
1/24/2020,121,27,38,3,2,7
1/23/2020,130,47,49,13,4,10
1/22/2020,90,51,63,22,5,9
1/21/2020,66,36,63,3,2,6
1/20/2020,60,23,49,3,2,6
1/19/2020,53,22,49,5,2,5
1/18/2020,52,22,34,6,2,5
1/17/2020,72,20,39,5,1,4
1/16/2020,101,27,46,8,2,5
1/15/2020,100,44,48,5,2,5
1/14/2020,65,46,57,13,5,5
1/13/2020,59,30,58,5,2,4
1/12/2020,86,26,33,9,2,7
1/11/2020,94,44,57,6,3,4
1/10/2020,78,46,57,12,5,5
1/9/2020,76,41,60,5,2,8
1/8/2020,85,46,58,14,4,9
1/7/2020,99,38,37,17,5,8
1/6/2020,75,43,43,17,5,7
1/5/2020,76,38,45,14,3,6
1/4/2020,77,35,45,14,5,5
1/3/2020,57,39,44,15,5,6
1/2/2020,57,25,42,8,3,4
1/1/2020,0,23,35,5,2,4
12/30/2019,117,0,0,0,0,0
12/29/2019,73,51,32,24,6,7
12/28/2019,69,39,38,9,3,4
12/27/2019,82,35,34,9,2,7
12/26/2019,52,31,46,14,3,7
12/25/2019,79,22,32,10,3,5
12/24/2019,58,36,41,12,4,6
12/23/2019,60,26,43,7,2,5
12/22/2019,50,22,30,9,3,5
12/21/2019,41,16,27,12,2,4
12/20/2019,61,18,32,8,2,5
12/19/2019,114,30,37,9,3,8
12/18/2019,114,54,42,17,4,9
12/17/2019,89,51,39,28,9,8
12/16/2019,75,45,46,16,5,6
12/15/2019,102,40,47,10,4,4
12/14/2019,72,55,46,15,6,6
12/13/2019,88,44,50,10,4,3
12/12/2019,68,55,54,7,3,3
12/11/2019,113,30,49,12,5,4
12/10/2019,89,53,44,18,7,5
12/9/2019,65,48,45,16,6,4
12/8/2019,57,32,45,6,3,3
12/7/2019,54,26,38,6,3,3
12/6/2019,71,18,38,9,2,4
12/5/2019,77,31,46,7,2,5
12/4/2019,87,45,48,5,3,4
12/3/2019,63,49,44,6,4,5
12/2/2019,92,28,43,7,2,6
12/1/2019,67,43,57,18,6,6
11/30/2019,60,38,40,16,4,4
11/29/2019,55,29,46,7,2,7
11/28/2019,54,29,29,9,3,3
11/27/2019,50,28,34,7,2,3
11/26/2019,59,23,36,5,1,3
11/25/2019,63,39,46,5,2,3
11/24/2019,46,29,41,12,3,4
11/23/2019,77,21,38,8,3,4
11/22/2019,60,44,37,16,6,5
11/21/2019,62,38,41,7,2,3
11/20/2019,74,46,42,3,1,3
11/19/2019,109,57,50,5,2,5
11/18/2019,84,61,62,13,7,7
11/17/2019,74,47,60,16,6,5
11/16/2019,64,43,49,13,5,5
11/15/2019,99,45,62,6,1,4
11/14/2019,108,63,67,6,3,6
11/13/2019,97,64,85,14,6,7
11/12/2019,102,51,92,9,3,6
11/11/2019,61,50,79,16,8,6
11/10/2019,81,33,62,7,2,4
11/9/2019,74,47,74,5,1,4
11/8/2019,74,40,66,4,1,4
11/7/2019,70,43,59,9,2,4
11/6/2019,81,38,0,4,1,4
11/5/2019,92,49,70,4,1,4
11/4/2019,94,61,76,4,2,4
11/3/2019,56,60,75,7,2,5
11/2/2019,68,35,55,6,2,3
11/1/2019,88,51,64,7,3,4
10/31/2019,123,62,66,7,3,4
10/30/2019,52,88,73,6,4,4
10/29/2019,70,27,56,8,3,6
10/28/2019,100,32,53,9,5,6
10/27/2019,90,48,55,6,4,5
10/26/2019,83,46,76,5,4,4
10/25/2019,86,43,82,4,4,4
10/24/2019,80,42,66,6,4,4
10/23/2019,74,40,61,6,3,4
10/22/2019,79,38,71,5,3,3
10/21/2019,74,41,85,4,3,4
10/20/2019,84,38,78,4,3,3
10/19/2019,72,45,80,4,3,4
10/18/2019,60,36,73,4,2,3
10/17/2019,62,33,67,5,3,2
10/16/2019,48,37,54,4,3,2
10/15/2019,71,31,42,4,2,2
10/14/2019,91,32,58,5,2,4
10/13/2019,91,44,67,5,1,7
10/12/2019,98,39,87,6,3,6
10/11/2019,69,44,94,7,4,6
10/10/2019,90,31,76,5,2,6
10/9/2019,98,42,61,5,1,6
10/8/2019,78,48,67,7,4,6
10/7/2019,78,37,55,4,2,5
10/6/2019,92,42,55,4,1,5
10/5/2019,109,41,80,6,3,6
10/4/2019,126,42,68,6,7,7
10/3/2019,120,48,66,5,4,7
10/2/2019,62,50,81,9,9,7
10/1/2019,35,29,63,7,6,5
9/30/2019,62,20,42,5,2,4
9/29/2019,69,32,78,6,2,5
9/28/2019,85,34,71,5,1,5
9/27/2019,83,42,69,5,2,5
9/26/2019,77,41,61,4,2,5
9/25/2019,76,40,84,3,2,4
9/24/2019,65,42,71,3,1,4
9/23/2019,73,32,78,4,1,4
9/22/2019,82,39,70,7,3,4
9/21/2019,67,46,58,13,7,5
9/20/2019,62,41,60,5,1,4
9/19/2019,73,42,58,4,1,4
9/18/2019,69,44,67,4,1,5
9/17/2019,77,40,70,3,1,5
9/16/2019,61,37,57,5,1,6
9/15/2019,77,30,61,4,1,5
9/14/2019,51,36,55,4,2,5
9/13/2019,41,20,41,4,1,4
9/12/2019,63,20,42,4,1,4
9/11/2019,63,31,47,7,2,5
9/10/2019,74,22,54,6,1,5
9/9/2019,81,29,64,6,2,5
9/8/2019,66,34,84,9,6,6
9/7/2019,67,29,62,10,5,6
9/6/2019,33,30,50,11,5,6
9/5/2019,29,15,30,4,1,4
9/4/2019,41,15,30,3,1,3
9/3/2019,47,23,35,9,3,4
9/2/2019,41,23,43,8,3,4
9/1/2019,62,19,45,3,1,4
8/31/2019,44,27,50,3,3,5
8/30/2019,37,19,34,3,3,4
8/29/2019,56,19,42,5,3,4
8/28/2019,50,30,53,6,4,5
8/27/2019,36,23,23,8,4,5
8/26/2019,26,19,21,3,2,4
8/25/2019,24,20,24,2,1,4
8/24/2019,43,20,22,3,1,3
8/23/2019,70,24,32,5,3,5
8/22/2019,83,26,59,5,3,5
8/21/2019,66,35,55,7,2,6
8/20/2019,63,26,44,4,1,5
8/19/2019,54,27,45,5,2,5
8/18/2019,78,25,49,7,3,5
8/17/2019,66,36,62,8,4,5
8/16/2019,76,30,49,10,4,6
8/15/2019,97,32,50,8,5,7
8/14/2019,85,43,57,11,6,8
8/13/2019,83,38,52,11,5,7
8/12/2019,78,38,58,9,5,7
8/11/2019,69,31,47,8,2,5
8/10/2019,49,35,42,3,2,3
8/9/2019,47,27,34,9,6,3
8/8/2019,71,24,29,6,2,2
8/7/2019,35,32,34,4,2,2
8/6/2019,45,19,30,4,2,2
8/5/2019,55,23,34,6,2,3
8/4/2019,41,26,44,7,3,3
8/3/2019,38,20,30,4,2,3
8/2/2019,33,16,38,5,2,3
8/1/2019,69,13,30,4,2,2
7/31/2019,58,32,38,9,4,3
7/30/2019,48,26,32,10,5,3
7/29/2019,49,20,35,7,4,2
7/28/2019,73,21,48,8,3,3
7/27/2019,66,38,56,12,4,4
7/26/2019,55,30,40,12,5,4
7/25/2019,55,22,29,5,3,3
7/24/2019,48,22,29,5,3,3
7/23/2019,55,20,21,8,3,3
7/22/2019,56,22,29,9,3,3
7/21/2019,86,25,40,7,2,3
7/20/2019,70,41,44,13,4,4
7/19/2019,31,35,48,7,4,4
7/18/2019,62,17,31,4,1,2
7/17/2019,84,30,29,5,2,3
7/16/2019,72,36,38,7,3,4
7/15/2019,67,34,30,6,2,4
7/14/2019,66,35,28,4,2,3
7/13/2019,54,33,27,4,2,3
7/12/2019,40,26,28,4,2,3
7/11/2019,49,15,24,5,2,3
7/10/2019,62,20,20,4,1,3
7/9/2019,53,31,28,4,2,3
7/8/2019,56,26,27,4,2,3
7/7/2019,58,28,28,4,2,3
7/6/2019,51,29,29,6,2,3
7/5/2019,38,26,25,4,2,3
7/4/2019,28,17,19,5,2,3
7/3/2019,53,10,24,4,2,3
7/2/2019,41,21,31,7,2,3
7/1/2019,50,17,34,9,4,3
6/30/2019,61,20,26,6,3,3
6/29/2019,60,22,28,7,2,3
6/28/2019,69,21,32,5,2,4
6/27/2019,61,24,41,8,3,4
6/26/2019,46,19,32,10,1,4
6/25/2019,46,16,22,12,1,5
6/24/2019,49,13,31,10,1,4
6/23/2019,49,22,31,6,2,3
6/22/2019,55,24,33,6,2,3
6/21/2019,58,24,33,7,3,3
6/20/2019,51,25,36,7,3,4
6/19/2019,58,18,27,6,2,3
6/18/2019,71,19,37,6,3,3
6/17/2019,97,31,67,5,4,3
6/16/2019,59,44,91,6,5,4
6/15/2019,63,26,74,3,3,3
6/14/2019,67,22,40,10,3,5
6/13/2019,76,22,36,9,1,5
6/12/2019,62,28,45,6,2,5
6/11/2019,64,25,31,8,3,6
6/10/2019,57,25,23,14,5,6
6/9/2019,61,23,24,8,2,5
6/8/2019,66,24,28,7,2,4
6/7/2019,53,28,23,9,5,5
6/6/2019,61,19,22,5,2,4
6/5/2019,64,23,26,7,2,5
6/4/2019,53,23,24,9,4,5
6/3/2019,60,18,26,11,2,5
6/2/2019,61,21,35,8,3,5
6/1/2019,70,21,42,6,3,5
5/31/2019,67,33,66,11,5,5
5/30/2019,60,37,68,5,5,5
5/29/2019,59,28,44,4,3,4
5/28/2019,45,25,32,10,4,5
5/27/2019,76,16,30,13,2,5
5/26/2019,106,29,36,7,3,5
5/25/2019,87,44,53,14,5,6
5/24/2019,85,43,59,12,3,5
5/23/2019,101,40,66,12,3,5
5/22/2019,97,61,63,7,5,6
5/21/2019,76,59,65,6,3,5
5/20/2019,74,28,38,7,2,5
5/19/2019,94,30,31,5,2,5
5/18/2019,76,35,35,17,6,7
5/17/2019,81,28,30,10,3,6
5/16/2019,83,27,38,13,5,5
5/15/2019,90,30,43,5,4,5
5/14/2019,92,37,49,13,5,5
5/13/2019,86,40,58,12,6,5
5/12/2019,90,40,74,8,6,4
5/11/2019,84,41,71,9,6,5
5/10/2019,69,42,61,7,5,4
5/9/2019,60,27,38,16,2,3
5/8/2019,61,26,46,16,3,1
5/7/2019,43,31,52,4,3,1
5/6/2019,75,16,47,5,1,1
5/5/2019,62,35,53,8,3,2
5/4/2019,78,42,65,7,3,1
5/3/2019,118,53,72,5,4,1
5/2/2019,46,57,55,8,4,3
5/1/2019,64,17,31,8,2,4
4/30/2019,78,28,39,9,3,2
4/29/2019,64,34,57,13,6,3
4/28/2019,72,26,62,5,5,2
4/27/2019,76,31,47,6,3,3
4/26/2019,93,32,54,8,3,3
4/25/2019,84,43,42,11,4,3
4/24/2019,81,43,39,9,5,3
4/23/2019,69,36,45,14,7,5
4/22/2019,59,28,34,17,4,4
4/21/2019,84,19,31,27,5,5
4/20/2019,89,29,35,29,2,7
4/19/2019,97,30,65,28,2,7
4/18/2019,108,46,106,26,7,6
4/17/2019,83,45,58,24,4,7
4/16/2019,96,35,56,20,4,4
4/15/2019,102,46,72,8,3,5
4/14/2019,77,39,46,26,4,6
4/13/2019,63,31,44,20,2,4
4/12/2019,51,27,40,11,2,5
4/11/2019,92,20,31,15,2,5
4/10/2019,68,41,35,19,5,5
4/9/2019,89,27,37,15,4,4
4/8/2019,125,32,50,18,4,5
4/7/2019,85,48,59,19,5,6
4/6/2019,59,31,51,15,4,5
4/5/2019,40,22,47,16,4,6
4/4/2019,73,16,42,13,4,7
4/3/2019,71,42,45,11,4,8
4/2/2019,67,40,45,12,3,6
4/1/2019,99,32,52,6,3,6
3/31/2019,69,54,68,8,3,6
3/30/2019,80,28,62,11,4,7
3/29/2019,99,36,37,14,3,5
3/28/2019,91,42,45,16,5,6
3/27/2019,93,42,51,16,6,5
3/26/2019,70,37,50,8,4,6
3/25/2019,49,23,32,17,3,6
3/24/2019,58,20,38,12,2,3
3/23/2019,55,27,36,12,4,4
3/22/2019,106,25,34,18,3,5
3/21/2019,95,44,36,24,5,5
3/20/2019,81,42,43,23,4,5
3/19/2019,96,32,61,9,4,4
3/18/2019,101,37,54,18,4,5
3/17/2019,86,52,62,14,4,4
3/16/2019,61,51,62,23,4,4
3/15/2019,116,30,50,13,4,4
3/14/2019,125,55,45,9,3,6
3/13/2019,125,61,47,14,4,7
3/12/2019,90,53,53,14,4,7
3/11/2019,73,41,43,9,3,7
3/10/2019,56,26,27,12,3,7
3/9/2019,65,15,36,15,4,6
3/8/2019,78,20,40,7,2,5
3/7/2019,76,30,38,6,3,6
3/6/2019,76,29,34,16,3,7
3/5/2019,78,30,36,14,3,6
3/4/2019,71,29,35,6,2,7
3/3/2019,86,24,33,10,3,5
3/2/2019,63,35,38,9,3,6
3/1/2019,91,27,36,6,3,5
2/28/2019,81,40,36,6,2,6
2/27/2019,79,35,38,6,3,5
2/26/2019,65,33,37,5,2,5
2/25/2019,36,23,36,6,3,7
2/24/2019,63,11,32,7,2,6
2/23/2019,47,26,35,6,0,7
2/22/2019,63,14,34,4,2,5
2/21/2019,78,22,26,5,2,6
2/20/2019,75,28,27,10,2,6
2/19/2019,50,29,28,13,0,6
2/18/2019,44,16,29,8,0,4
2/17/2019,56,15,30,5,2,5
2/16/2019,57,20,31,7,2,5
2/15/2019,52,22,37,9,2,5
2/14/2019,65,19,32,5,2,5
2/13/2019,36,23,33,4,2,6
2/12/2019,54,11,35,5,2,5
2/11/2019,39,17,32,4,2,5
2/10/2019,49,13,30,4,2,5
2/9/2019,56,16,29,5,2,5
2/8/2019,116,18,31,3,2,6
2/7/2019,149,45,34,9,2,7
2/6/2019,169,57,35,8,3,9
2/5/2019,85,74,33,6,3,9
2/4/2019,107,31,0,5,2,7
2/3/2019,89,51,31,10,3,8
2/2/2019,61,38,33,9,3,6
2/1/2019,103,28,35,4,0,5
1/31/2019,100,44,32,12,3,7
1/30/2019,74,46,37,15,3,8
1/29/2019,75,34,40,11,3,5
1/28/2019,85,37,39,10,3,5
1/27/2019,119,40,41,5,2,3
1/26/2019,121,57,44,5,3,5
1/25/2019,124,54,47,13,3,6
1/24/2019,124,56,48,9,3,6
1/23/2019,127,55,46,8,3,7
1/22/2019,121,56,37,9,3,10
1/21/2019,130,52,34,7,3,9
1/20/2019,111,61,38,16,4,7
1/19/2019,86,56,40,17,4,5
1/18/2019,82,48,41,7,3,5
1/17/2019,51,41,37,8,3,9
1/16/2019,90,23,30,8,2,8
1/15/2019,74,38,28,12,2,7
1/14/2019,69,33,31,7,3,8
1/13/2019,59,35,28,10,3,9
1/12/2019,82,29,26,10,2,6
1/11/2019,80,37,28,12,3,6
1/10/2019,53,35,31,15,4,9
1/9/2019,75,27,21,10,3,10
1/8/2019,58,39,16,16,4,10
1/7/2019,64,25,15,13,3,9
1/6/2019,72,30,12,13,3,10
1/5/2019,72,33,11,15,3,8
1/4/2019,47,31,17,17,4,8
1/3/2019,39,14,19,10,0,6
1/2/2019,36,13,22,7,2,5
1/1/2019,0,16,23,7,2,4
12/31/2018,58,0,0,0,0,0
12/30/2018,88,20,22,5,2,4
12/29/2018,60,37,28,6,3,5
12/28/2018,59,23,106,5,2,3
12/27/2018,83,30,38,7,3,4
12/26/2018,64,40,36,15,5,11
12/25/2018,43,25,35,12,4,4
12/24/2018,100,15,37,6,3,5
12/23/2018,125,43,46,15,5,6
12/22/2018,110,53,49,21,7,7
12/21/2018,106,50,45,11,4,5
12/20/2018,114,55,47,23,9,8
12/19/2018,79,61,52,20,8,8
12/18/2018,56,48,46,9,3,6
12/17/2018,96,31,31,11,3,6
12/16/2018,56,43,19,27,8,8
12/15/2018,33,24,25,14,2,5
12/14/2018,58,14,21,5,2,6
12/13/2018,55,22,19,9,3,8
12/12/2018,68,25,21,8,3,7
12/11/2018,59,34,25,12,8,8
12/10/2018,29,29,20,14,7,6
12/9/2018,29,11,23,4,2,4
12/8/2018,42,13,25,2,2,4
12/7/2018,88,23,26,5,3,5
12/6/2018,73,41,29,12,6,7
12/5/2018,121,34,30,6,3,7
12/4/2018,139,52,35,20,12,6
12/3/2018,107,62,39,20,11,7
12/2/2018,112,52,33,13,7,7
12/1/2018,109,59,32,16,8,8
11/30/2018,91,56,36,12,7,8
11/29/2018,80,46,43,12,4,5
11/28/2018,75,41,40,19,4,5
11/27/2018,53,35,42,13,3,5
11/26/2018,88,21,34,15,3,4
11/25/2018,67,45,37,20,9,6
11/24/2018,70,36,40,14,3,5
11/23/2018,54,33,39,9,3,5
11/22/2018,109,24,40,11,3,8
11/21/2018,63,46,45,19,7,9
11/20/2018,75,28,36,11,3,7
11/19/2018,71,33,35,13,4,7
11/18/2018,51,25,33,15,6,6
11/17/2018,86,22,35,12,3,5
11/16/2018,73,41,46,12,4,5
11/15/2018,71,36,48,8,3,5
11/14/2018,63,35,45,8,3,6
11/13/2018,91,27,39,10,3,7
11/12/2018,85,39,41,15,6,8
11/11/2018,79,37,41,11,4,7
11/10/2018,89,34,33,13,3,7
11/9/2018,86,41,37,16,5,7
11/8/2018,90,37,41,18,6,5
11/7/2018,85,37,43,15,6,5
11/6/2018,78,39,43,16,9,6
11/5/2018,88,37,41,18,7,7
11/4/2018,66,41,31,20,8,7
11/3/2018,24,27,32,23,7,6
11/2/2018,82,7,41,10,2,4
11/1/2018,76,39,45,7,3,4
10/31/2018,80,44,47,7,3,5
10/30/2018,90,49,52,13,4,4
10/29/2018,84,51,53,20,8,6
10/28/2018,97,53,59,9,4,5
10/27/2018,115,49,51,9,4,7
10/26/2018,82,48,48,14,7,6
10/25/2018,75,38,56,11,4,6
10/24/2018,86,34,57,9,4,7
10/23/2018,92,34,42,11,4,7
10/22/2018,62,36,42,14,4,6
10/21/2018,73,29,57,7,3,5
10/20/2018,86,34,51,7,3,5
10/19/2018,81,40,47,8,3,5
10/18/2018,54,39,46,9,3,5
10/17/2018,69,22,39,11,3,5
10/16/2018,58,27,42,9,3,5
10/15/2018,60,24,41,10,3,5
10/14/2018,57,28,41,9,3,5
10/13/2018,62,26,44,8,2,4
10/12/2018,63,30,44,8,3,4
10/11/2018,110,24,46,9,3,6
10/10/2018,88,51,50,9,3,5
10/9/2018,92,41,52,7,3,4
10/8/2018,93,43,66,6,3,4
10/7/2018,103,46,65,12,7,5
10/6/2018,99,49,59,15,6,5
10/5/2018,81,51,59,8,3,3
10/4/2018,70,39,52,7,3,3
10/3/2018,90,39,58,6,3,4
10/2/2018,96,52,58,8,3,6
10/1/2018,93,48,57,12,4,5
9/30/2018,79,43,59,13,6,4
9/29/2018,64,39,46,8,3,4
9/28/2018,65,36,50,8,3,4
9/27/2018,71,37,48,6,3,5
9/26/2018,68,33,42,6,3,5
9/25/2018,50,31,44,9,3,5
9/24/2018,98,17,49,8,5,5
9/23/2018,69,37,42,9,6,4
9/22/2018,100,28,43,11,6,4
9/21/2018,68,37,42,10,5,4
9/20/2018,66,26,39,9,4,6
9/19/2018,78,30,39,12,6,7
9/18/2018,64,33,34,10,5,5
9/17/2018,52,31,25,6,3,4
9/16/2018,31,33,26,5,2,4
9/15/2018,45,24,38,7,3,4
9/14/2018,79,24,52,14,6,5
9/13/2018,56,38,43,8,4,5
9/12/2018,63,22,46,10,4,5
9/11/2018,67,29,44,8,3,5
9/10/2018,31,30,40,9,3,6
9/9/2018,71,10,42,13,4,7
9/8/2018,97,26,45,13,6,5
9/7/2018,108,39,48,11,6,5
9/6/2018,110,41,44,11,4,5
9/5/2018,91,42,41,16,9,5
9/4/2018,86,42,41,12,5,5
9/3/2018,81,38,36,12,9,4
9/2/2018,86,37,25,15,10,5
9/1/2018,35,37,27,8,4,3
8/31/2018,22,14,37,6,3,4
8/30/2018,34,9,39,7,3,5
8/29/2018,30,10,38,8,3,4
8/28/2018,71,10,44,6,3,6
8/27/2018,68,21,43,8,3,6
8/26/2018,80,19,36,18,6,7
8/25/2018,73,32,39,16,9,6
8/24/2018,86,33,41,15,7,7
8/23/2018,65,35,32,8,3,6
8/22/2018,37,24,27,7,4,5
8/21/2018,49,15,29,8,4,5
8/20/2018,59,17,36,7,5,5
8/19/2018,83,24,43,9,5,6
8/18/2018,73,34,40,9,4,5
8/17/2018,66,34,34,6,4,5
8/16/2018,63,27,30,9,4,6
8/15/2018,50,22,0,6,3,5
8/14/2018,78,14,38,6,4,4
8/13/2018,129,28,58,13,8,5
8/12/2018,107,54,45,10,6,4
8/11/2018,85,44,37,9,5,4
8/10/2018,71,31,34,6,4,4
8/9/2018,67,27,37,6,4,5
8/8/2018,83,28,44,10,6,5
8/7/2018,106,34,51,13,8,6
8/6/2018,70,45,45,12,8,6
8/5/2018,102,34,46,13,8,7
8/4/2018,86,43,37,12,7,6
8/3/2018,100,36,43,16,8,7
8/2/2018,95,44,43,19,12,7
8/1/2018,134,43,50,15,8,7
7/31/2018,130,58,57,12,8,7
7/30/2018,114,57,53,12,6,7
7/29/2018,100,51,41,13,9,6
7/28/2018,86,45,32,9,5,5
7/27/2018,81,38,37,10,5,4
7/26/2018,64,41,24,6,3,4
7/25/2018,64,30,31,6,3,4
7/24/2018,90,34,43,11,7,5
7/23/2018,83,40,36,9,4,4
7/22/2018,73,37,37,8,4,3
7/21/2018,46,31,38,7,3,3
7/20/2018,28,27,29,6,3,3
7/19/2018,40,24,26,7,3,3
7/18/2018,43,24,20,6,3,3
7/17/2018,43,29,28,7,3,3
7/16/2018,48,25,31,7,3,3
7/15/2018,54,25,35,9,4,4
7/14/2018,69,29,40,10,7,5
7/13/2018,40,32,30,9,3,4
7/12/2018,67,12,37,8,4,4
7/11/2018,41,36,37,7,3,3
