date,pm25,pm10,o3,no2,so2,co
6/21/2020,48,23,40,3,2,2
6/22/2020,55,22,41,4,2,4
6/23/2020,33,26,48,4,2,5
6/24/2020,49,23,41,5,3,3
6/25/2020,44,17,41,2,2,1
6/26/2020,26,9,17,2,1,3
6/27/2020,20,11,15,2,2,3
6/28/2020,24,12,26,3,2,3
6/29/2020,29,12,28,1,2,3
6/30/2020,27,9,28,3,1,3
7/1/2020,16,10,18,7,2,4
1/2/2020,61,28,51,11,1,4
1/3/2020,64,36,55,17,3,3
1/4/2020,98,38,55,15,3,3
1/5/2020,95,44,47,14,2,3
1/6/2020,110,47,43,17,2,4
1/7/2020,114,59,33,21,3,5
1/8/2020,129,59,52,14,2,5
1/9/2020,71,63,48,6,1,6
1/10/2020,92,56,55,12,2,4
1/11/2020,103,63,55,8,2,4
1/12/2020,129,38,30,10,1,6
1/13/2020,66,41,49,6,1,4
1/14/2020,82,54,50,12,2,5
1/15/2020,112,57,41,6,1,5
1/16/2020,128,41,41,7,1,5
1/17/2020,96,30,35,6,1,4
1/18/2020,60,31,29,6,1,5
1/19/2020,59,31,45,5,1,5
1/20/2020,75,34,41,4,1,6
1/21/2020,83,45,55,4,1,6
1/22/2020,110,65,55,20,2,7
1/23/2020,168,51,52,14,2,7
1/24/2020,152,37,35,4,1,4
1/25/2020,80,49,35,3,2,2
1/26/2020,110,15,30,4,0,2
1/27/2020,33,8,35,2,0,1
1/28/2020,23,11,30,2,1,2
1/29/2020,32,14,38,1,1,2
1/30/2020,46,25,45,2,1,2
1/31/2020,72,35,45,2,1,2
2/1/2020,90,40,51,2,1,3
2/2/2020,96,43,51,3,1,2
2/3/2020,90,41,45,5,1,2
2/4/2020,95,19,45,2,2,3
2/5/2020,57,20,40,1,3,3
2/6/2020,49,28,37,1,2,2
2/7/2020,59,13,36,1,2,2
2/8/2020,39,14,33,1,2,2
2/9/2020,35,21,39,1,2,3
2/10/2020,51,31,47,2,2,3
2/11/2020,75,38,43,4,2,3
2/12/2020,87,46,35,12,2,4
2/13/2020,109,49,0,7,3,2
2/14/2020,94,21,30,6,2,2
2/15/2020,64,15,36,3,2,3
2/16/2020,46,5,31,3,2,3
2/17/2020,18,11,39,1,2,2
2/18/2020,32,19,45,1,2,2
2/19/2020,47,19,45,3,2,2
2/20/2020,48,32,44,4,2,2
2/21/2020,61,21,45,4,2,1
2/22/2020,50,33,44,6,3,2
2/23/2020,73,54,49,1,2,1
2/24/2020,73,55,50,8,3,3
2/25/2020,82,49,0,14,3,4
2/26/2020,83,46,49,9,3,3
2/27/2020,89,32,45,2,2,2
2/28/2020,56,30,49,7,2,2
2/29/2020,64,42,43,13,4,3
3/1/2020,79,41,35,9,2,4
3/2/2020,81,33,41,3,2,5
3/3/2020,45,29,0,2,2,5
3/4/2020,51,25,43,5,2,5
3/5/2020,56,21,41,3,2,3
3/6/2020,46,26,48,3,2,2
3/7/2020,63,40,45,9,3,2
3/8/2020,96,50,40,8,2,2
3/9/2020,121,36,34,7,3,2
3/10/2020,105,19,44,6,2,3
3/11/2020,39,30,48,3,2,4
3/12/2020,61,29,44,13,2,5
3/13/2020,67,35,37,16,2,5
3/14/2020,80,36,41,3,2,5
3/15/2020,80,51,56,3,3,4
3/16/2020,77,54,54,6,3,3
3/17/2020,67,55,51,12,3,4
3/18/2020,95,67,37,25,3,7
3/19/2020,171,57,19,27,4,8
3/20/2020,120,58,57,11,3,5
3/21/2020,82,60,57,12,4,4
3/22/2020,80,54,45,15,5,6
3/23/2020,105,44,46,6,3,4
3/24/2020,75,43,53,6,4,3
3/25/2020,56,40,48,11,3,3
3/26/2020,64,37,38,11,3,4
3/27/2020,70,32,33,13,3,3
3/28/2020,64,22,33,4,2,2
3/29/2020,33,25,31,5,3,1
3/30/2020,45,0,0,0,0,0
10/2/2019,55,52,74,6,7,6
10/3/2019,126,49,60,4,5,6
10/4/2019,119,39,55,4,6,5
10/5/2019,100,42,72,7,6,6
10/6/2019,97,42,52,5,5,6
10/7/2019,67,41,47,6,6,6
10/8/2019,77,51,65,9,7,7
10/9/2019,94,42,60,6,4,7
10/10/2019,84,33,71,6,3,4
10/11/2019,65,45,99,7,5,5
10/12/2019,93,44,79,8,6,5
10/13/2019,94,41,66,6,5,6
10/14/2019,85,36,48,7,5,4
10/15/2019,56,39,41,6,4,4
10/16/2019,57,39,48,6,5,4
10/17/2019,62,34,61,6,4,4
10/18/2019,59,39,75,5,5,3
10/19/2019,73,46,82,6,5,4
10/20/2019,84,39,81,5,5,4
10/21/2019,69,43,89,6,5,4
10/22/2019,89,40,74,7,5,4
10/23/2019,73,43,65,8,5,5
10/24/2019,82,46,73,8,6,5
10/25/2019,89,45,88,7,6,4
10/26/2019,86,48,72,6,5,4
10/27/2019,96,48,54,8,6,5
10/28/2019,101,26,52,10,5,4
10/29/2019,60,31,47,10,5,6
10/30/2019,50,88,72,7,6,4
10/31/2019,119,64,54,8,5,3
11/1/2019,85,52,52,9,5,3
11/2/2019,64,36,50,6,5,2
11/3/2019,56,62,76,8,6,3
11/4/2019,94,60,83,6,6,3
11/5/2019,87,50,67,5,4,4
11/6/2019,80,39,62,6,4,4
11/7/2019,69,40,51,8,4,3
11/8/2019,70,39,56,5,5,3
11/9/2019,82,47,66,5,5,4
11/10/2019,85,30,56,8,5,3
11/11/2019,57,46,81,13,6,4
11/12/2019,97,52,94,8,5,4
11/13/2019,104,60,87,12,6,4
11/14/2019,98,63,64,6,5,4
11/15/2019,96,45,54,6,5,3
11/16/2019,58,40,51,13,4,4
11/17/2019,66,48,56,16,3,4
11/18/2019,93,58,64,13,3,6
11/19/2019,110,55,48,6,2,5
11/20/2019,73,48,38,5,1,4
11/21/2019,59,38,40,7,2,5
11/22/2019,61,42,35,17,3,5
11/23/2019,77,19,39,8,2,3
11/24/2019,49,32,56,10,2,5
11/25/2019,75,38,46,6,1,5
11/26/2019,55,23,33,7,1,5
11/27/2019,51,29,32,9,2,6
11/28/2019,62,27,26,10,2,5
11/29/2019,65,32,34,8,2,4
11/30/2019,58,33,34,14,2,4
12/1/2019,62,46,43,19,3,6
12/2/2019,115,34,37,8,2,6
12/3/2019,59,45,42,7,3,6
12/4/2019,90,46,49,7,3,5
12/5/2019,80,31,46,12,2,6
12/6/2019,81,17,36,11,1,5
12/7/2019,53,27,36,9,2,4
12/8/2019,57,32,47,10,3,4
12/9/2019,72,42,47,16,2,5
12/10/2019,92,52,48,23,4,8
12/11/2019,118,43,50,19,3,7
12/12/2019,108,54,52,8,3,5
12/13/2019,95,40,52,9,2,3
12/14/2019,65,54,49,20,3,5
12/15/2019,102,38,57,9,2,3
12/16/2019,71,42,47,17,3,4
12/17/2019,94,53,51,29,5,6
12/18/2019,135,39,41,19,2,7
12/19/2019,143,31,35,12,2,6
12/20/2019,72,20,28,9,1,5
12/21/2019,46,15,29,12,2,5
12/22/2019,59,29,30,11,2,6
12/23/2019,103,31,44,10,2,6
12/24/2019,70,37,43,16,2,7
12/25/2019,107,28,43,11,2,7
12/26/2019,72,57,43,14,2,7
12/27/2019,127,31,32,12,1,6
12/28/2019,75,38,39,10,2,5
12/29/2019,72,44,33,28,2,6
12/30/2019,104,0,0,0,0,0
7/2/2019,27,25,32,4,1,4
7/3/2019,45,11,26,3,1,3
7/4/2019,14,19,23,4,2,3
7/5/2019,31,20,27,1,1,3
7/6/2019,42,26,33,3,1,4
7/7/2019,45,25,30,1,1,4
7/8/2019,47,24,27,1,1,4
7/9/2019,49,29,29,3,1,4
7/10/2019,58,19,26,8,1,4
7/11/2019,41,15,28,8,1,4
7/12/2019,33,26,28,7,1,4
7/13/2019,50,29,30,6,0,4
7/14/2019,58,31,30,5,0,4
7/15/2019,59,33,32,9,1,5
7/16/2019,65,39,47,10,1,5
7/17/2019,82,24,30,8,1,4
7/18/2019,51,19,32,7,1,4
7/19/2019,32,35,50,9,1,6
7/20/2019,63,37,45,15,2,8
7/21/2019,76,21,38,8,1,6
7/22/2019,51,20,29,10,1,6
7/23/2019,47,15,22,10,1,6
7/24/2019,44,19,27,8,1,6
7/25/2019,51,18,30,8,1,5
7/26/2019,38,28,39,14,1,5
7/27/2019,60,33,60,18,1,5
7/28/2019,66,21,56,10,1,4
7/29/2019,43,18,40,9,1,4
7/30/2019,39,25,42,12,1,4
7/31/2019,54,32,42,10,1,4
8/1/2019,61,13,32,8,1,4
8/2/2019,30,17,34,8,1,4
8/3/2019,30,18,30,8,1,4
8/4/2019,30,27,46,10,1,4
8/5/2019,44,26,37,9,1,4
8/6/2019,41,21,30,8,1,4
8/7/2019,35,34,36,9,1,4
8/8/2019,70,24,31,9,1,4
8/9/2019,38,21,36,13,1,4
8/10/2019,40,35,40,6,1,4
8/11/2019,69,30,47,10,1,6
8/12/2019,62,35,57,13,2,7
8/13/2019,76,40,56,13,1,7
8/14/2019,76,38,44,17,1,8
8/15/2019,85,30,51,13,2,7
8/16/2019,70,27,49,15,2,6
8/17/2019,63,32,63,15,2,6
8/18/2019,70,23,47,12,1,5
8/19/2019,56,27,44,9,2,5
8/20/2019,59,27,43,8,1,5
8/21/2019,62,34,55,10,1,5
8/22/2019,72,28,52,11,1,5
8/23/2019,55,24,33,9,1,4
8/24/2019,48,23,26,5,1,4
8/25/2019,23,23,26,4,1,5
8/26/2019,22,24,27,6,1,5
8/27/2019,37,19,28,11,2,6
8/28/2019,45,28,54,9,1,6
8/29/2019,54,20,46,9,1,5
8/30/2019,31,21,34,7,1,5
8/31/2019,43,28,44,9,1,6
9/1/2019,58,23,42,8,1,5
9/2/2019,39,26,48,14,1,5
9/3/2019,46,25,33,12,1,5
9/4/2019,39,17,28,7,1,4
9/5/2019,38,14,29,7,1,5
9/6/2019,30,27,62,12,2,6
9/7/2019,54,28,63,12,2,6
9/8/2019,56,38,84,13,3,6
9/9/2019,76,27,59,9,2,6
9/10/2019,68,23,52,9,1,6
9/11/2019,57,28,42,9,1,6
9/12/2019,59,19,35,7,1,4
9/13/2019,32,21,0,6,1,3
9/14/2019,48,37,58,7,2,4
9/15/2019,78,32,47,7,1,4
9/16/2019,55,38,48,7,1,5
9/17/2019,69,41,63,7,1,4
9/18/2019,60,43,60,7,1,4
9/19/2019,67,44,59,7,2,3
9/20/2019,57,38,66,8,1,4
9/21/2019,64,39,77,16,2,4
9/22/2019,68,36,90,8,1,4
9/23/2019,69,35,86,7,1,4
9/24/2019,64,43,79,6,1,4
9/25/2019,73,43,87,6,1,4
9/26/2019,77,44,86,7,2,5
9/27/2019,84,43,79,7,2,4
9/28/2019,76,36,69,6,4,4
9/29/2019,67,34,0,6,4,3
9/30/2019,62,24,38,4,3,2
10/1/2019,36,29,55,7,6,4
4/2/2019,54,42,32,9,2,3
4/3/2019,69,38,35,9,3,4
4/4/2019,77,22,47,7,2,4
4/5/2019,44,26,55,7,2,5
4/6/2019,71,28,54,7,3,5
4/7/2019,68,49,69,12,3,6
4/8/2019,119,35,52,13,3,5
4/9/2019,83,22,35,5,2,3
4/10/2019,51,36,26,9,3,4
4/11/2019,84,14,23,8,2,5
4/12/2019,46,30,23,7,2,5
4/13/2019,66,31,24,16,2,4
4/14/2019,73,48,24,19,3,5
4/15/2019,105,42,36,4,2,4
4/16/2019,86,34,34,14,2,4
4/17/2019,87,19,31,15,1,6
4/18/2019,94,43,68,15,3,5
4/19/2019,77,31,62,24,1,6
4/20/2019,80,32,40,22,2,7
4/21/2019,73,19,43,13,2,6
4/22/2019,52,31,40,12,3,6
4/23/2019,58,30,41,14,3,7
4/24/2019,64,38,33,10,2,6
4/25/2019,73,41,31,13,2,5
4/26/2019,83,28,39,7,2,5
4/27/2019,72,25,46,5,2,5
4/28/2019,65,25,50,5,3,4
4/29/2019,56,31,48,12,3,5
4/30/2019,75,26,33,7,1,3
5/1/2019,52,15,37,6,1,5
5/2/2019,40,58,49,9,3,5
5/3/2019,123,44,47,5,2,3
5/4/2019,56,40,43,5,1,2
5/5/2019,59,35,42,10,2,3
5/6/2019,73,14,41,5,1,2
5/7/2019,40,30,38,4,1,2
5/8/2019,58,27,35,13,1,3
5/9/2019,67,20,34,18,2,4
5/10/2019,81,40,61,6,4,3
5/11/2019,74,39,66,8,3,3
5/12/2019,80,38,63,8,3,3
5/13/2019,74,38,51,10,3,3
5/14/2019,80,35,50,10,3,4
5/15/2019,80,34,40,4,2,3
5/16/2019,82,32,38,11,2,4
5/17/2019,76,25,30,10,2,4
5/18/2019,56,28,36,11,2,3
5/19/2019,73,30,33,4,2,5
5/20/2019,51,29,32,8,1,7
5/21/2019,72,61,49,5,2,7
5/22/2019,86,59,47,11,4,7
5/23/2019,105,41,57,10,3,6
5/24/2019,85,46,53,11,3,4
5/25/2019,70,47,55,13,3,5
5/26/2019,91,29,31,10,1,4
5/27/2019,61,16,26,10,1,4
5/28/2019,31,21,27,13,1,5
5/29/2019,48,26,44,7,3,4
5/30/2019,51,38,58,7,3,4
5/31/2019,56,33,48,10,3,5
6/1/2019,56,23,35,8,1,4
6/2/2019,54,37,23,4,1,3
6/3/2019,46,11,18,6,2,4
6/4/2019,45,20,21,6,2,4
6/5/2019,47,19,24,5,2,4
6/6/2019,51,15,16,2,1,3
6/7/2019,41,26,18,5,2,4
6/8/2019,59,22,21,2,1,4
6/9/2019,53,23,18,7,0,4
6/10/2019,51,20,18,11,1,5
6/11/2019,52,22,30,6,2,6
6/12/2019,54,26,63,6,3,4
6/13/2019,68,24,47,10,2,4
6/14/2019,70,22,42,12,3,4
6/15/2019,50,28,46,4,33,3
6/16/2019,57,41,116,5,3,3
6/17/2019,88,34,50,5,2,2
6/18/2019,59,23,25,5,1,2
6/19/2019,50,15,16,1,0,2
6/20/2019,39,21,26,5,1,3
6/21/2019,43,21,35,5,1,3
6/22/2019,40,25,30,4,1,3
6/23/2019,45,19,25,5,1,4
6/24/2019,46,13,35,10,2,5
6/25/2019,36,17,0,11,3,4
6/26/2019,45,20,93,6,13,4
6/27/2019,48,24,47,5,1,4
6/28/2019,49,20,33,3,1,4
6/29/2019,46,18,29,3,1,4
6/30/2019,44,18,26,4,1,4
7/1/2019,38,11,32,3,1,3
1/2/2019,37,19,25,6,0,5
1/3/2019,50,17,23,7,1,3
1/4/2019,47,30,22,16,2,1
1/5/2019,69,54,23,13,3,3
1/6/2019,112,29,20,13,2,5
1/7/2019,65,29,34,10,3,3
1/8/2019,58,39,30,14,4,4
1/9/2019,86,30,33,7,2,4
1/10/2019,51,40,45,11,3,6
1/11/2019,83,53,27,16,4,6
1/12/2019,138,45,27,13,2,5
1/13/2019,90,37,28,14,3,7
1/14/2019,71,36,35,11,3,7
1/15/2019,70,36,26,12,2,8
1/16/2019,87,24,25,8,2,8
1/17/2019,40,45,38,9,3,7
1/18/2019,107,49,48,8,2,5
1/19/2019,79,51,48,17,3,5
1/20/2019,80,59,42,19,3,6
1/21/2019,153,58,30,10,3,9
1/22/2019,155,52,41,13,5,10
1/23/2019,129,56,59,10,3,7
1/24/2019,123,53,0,12,3,6
1/25/2019,117,53,65,16,3,6
1/26/2019,123,57,51,8,2,6
1/27/2019,125,38,46,6,2,5
1/28/2019,68,30,39,11,2,5
1/29/2019,60,28,45,8,2,5
1/30/2019,66,40,41,20,3,4
1/31/2019,110,39,35,16,2,4
2/1/2019,100,23,35,3,1,9
2/2/2019,50,40,29,9,1,6
2/3/2019,92,52,33,12,3,7
2/4/2019,100,36,31,4,1,6
2/5/2019,83,85,35,7,3,9
2/6/2019,178,0,43,8,2,8
2/7/2019,167,9,39,10,2,6
2/8/2019,133,16,27,3,1,3
2/9/2019,48,11,23,3,1,3
2/10/2019,43,9,26,2,1,3
2/11/2019,29,12,31,2,1,3
2/12/2019,53,11,37,3,1,3
2/13/2019,35,16,29,3,1,4
2/14/2019,68,18,29,4,1,4
2/15/2019,54,20,37,7,1,4
2/16/2019,63,17,30,5,1,3
2/17/2019,65,13,26,4,1,4
2/18/2019,29,15,23,8,1,3
2/19/2019,49,29,24,16,1,4
2/20/2019,70,35,22,10,2,4
2/21/2019,134,23,19,8,1,4
2/22/2019,66,16,32,6,2,3
2/23/2019,45,24,34,6,1,5
2/24/2019,64,10,26,7,1,5
2/25/2019,29,26,42,7,2,5
2/26/2019,66,33,44,6,2,3
2/27/2019,79,38,44,9,2,4
2/28/2019,100,41,40,10,2,5
3/1/2019,116,27,37,10,2,5
3/2/2019,60,41,50,16,2,6
3/3/2019,124,30,36,24,2,5
3/4/2019,102,32,48,10,2,4
3/5/2019,84,25,38,21,2,4
3/6/2019,69,29,31,25,2,5
3/7/2019,85,33,41,10,2,4
3/8/2019,89,20,45,13,1,4
3/9/2019,67,10,43,25,1,4
3/10/2019,57,31,22,23,2,6
3/11/2019,108,44,74,18,3,5
3/12/2019,106,46,98,17,2,4
3/13/2019,119,53,85,18,2,4
3/14/2019,124,51,68,11,3,4
3/15/2019,122,33,53,11,3,3
3/16/2019,50,47,67,12,4,3
3/17/2019,74,50,71,12,3,4
3/18/2019,110,32,63,14,3,4
3/19/2019,118,30,64,9,4,3
3/20/2019,98,45,60,13,4,4
3/21/2019,110,40,36,14,2,6
3/22/2019,99,27,35,11,1,6
3/23/2019,63,25,39,9,2,5
3/24/2019,37,22,43,8,1,5
3/25/2019,53,21,35,16,2,7
3/26/2019,97,34,70,10,2,6
3/27/2019,126,40,62,13,3,6
3/28/2019,70,36,49,12,3,6
3/29/2019,86,32,50,12,3,5
3/30/2019,74,30,54,8,4,4
3/31/2019,66,54,47,4,2,4
4/1/2019,86,28,35,6,2,2
10/2/2018,87,52,72,5,2,5
10/3/2018,73,39,64,6,2,4
10/4/2018,62,35,84,9,1,3
10/5/2018,70,47,86,17,4,4
10/6/2018,86,48,95,16,4,4
10/7/2018,93,44,91,6,3,4
10/8/2018,81,43,79,7,2,4
10/9/2018,80,42,68,7,2,4
10/10/2018,76,53,68,8,2,5
10/11/2018,96,18,61,9,2,6
10/12/2018,67,33,47,8,1,4
10/13/2018,53,31,47,8,1,4
10/14/2018,50,27,43,8,1,4
10/15/2018,60,26,63,8,2,4
10/16/2018,57,28,43,10,3,5
10/17/2018,65,25,37,11,1,4
10/18/2018,57,37,64,9,2,4
10/19/2018,68,43,64,8,2,3
10/20/2018,75,35,57,7,1,3
10/21/2018,63,32,75,8,2,3
10/22/2018,59,39,47,19,2,4
10/23/2018,85,35,51,10,3,4
10/24/2018,83,36,79,8,3,5
10/25/2018,69,40,81,10,2,5
10/26/2018,68,49,54,13,5,6
10/27/2018,90,49,59,8,4,6
10/28/2018,90,55,78,10,5,5
10/29/2018,65,48,56,19,7,4
10/30/2018,73,52,72,9,5,4
10/31/2018,68,48,56,6,4,4
11/1/2018,72,49,48,6,2,3
11/2/2018,86,10,42,6,0,2
11/3/2018,30,22,26,12,2,2
11/4/2018,40,39,24,15,6,3
11/5/2018,76,27,46,9,3,2
11/6/2018,60,33,44,11,2,4
11/7/2018,58,31,63,8,2,4
11/8/2018,61,35,45,14,5,5
11/9/2018,74,40,31,12,5,7
11/10/2018,82,39,28,12,4,7
11/11/2018,67,34,49,10,3,6
11/12/2018,73,38,39,12,4,7
11/13/2018,77,29,38,8,1,6
11/14/2018,56,36,47,7,5,4
11/15/2018,60,38,51,9,2,4
11/16/2018,65,46,51,11,2,4
11/17/2018,82,22,30,9,1,4
11/18/2018,47,27,28,12,2,4
11/19/2018,58,32,25,10,2,5
11/20/2018,72,35,36,10,2,5
11/21/2018,58,45,58,12,4,8
11/22/2018,89,29,40,8,2,10
11/23/2018,47,37,43,7,2,7
11/24/2018,62,38,43,10,1,7
11/25/2018,64,39,36,11,2,5
11/26/2018,66,24,29,11,1,2
11/27/2018,64,36,49,9,2,2
11/28/2018,70,43,49,13,3,2
11/29/2018,85,46,52,11,3,2
11/30/2018,90,50,48,12,2,2
12/1/2018,76,57,50,16,3,3
12/2/2018,100,48,48,11,3,2
12/3/2018,79,61,50,18,5,5
12/4/2018,137,51,45,19,8,5
12/5/2018,107,29,34,9,1,6
12/6/2018,67,34,35,14,2,6
12/7/2018,60,22,25,7,1,5
12/8/2018,26,17,21,7,1,5
12/9/2018,28,17,19,7,1,5
12/10/2018,32,30,13,15,2,6
12/11/2018,52,38,29,14,5,7
12/12/2018,71,26,18,10,3,6
12/13/2018,43,25,16,10,2,6
12/14/2018,52,18,26,9,1,4
12/15/2018,35,26,31,8,1,3
12/16/2018,55,42,23,17,4,4
12/17/2018,91,31,48,8,2,4
12/18/2018,44,51,54,11,3,3
12/19/2018,77,58,71,19,5,5
12/20/2018,100,50,49,25,8,7
12/21/2018,86,56,44,15,4,7
12/22/2018,144,52,70,23,2,6
12/23/2018,118,54,32,20,6,5
12/24/2018,117,16,30,11,2,4
12/25/2018,35,43,25,18,3,5
12/26/2018,117,40,46,15,5,5
12/27/2018,112,26,46,8,2,4
12/28/2018,37,26,30,6,1,4
12/29/2018,53,42,34,8,2,5
12/30/2018,86,23,24,6,0,5
12/31/2018,54,0,0,0,0,0
7/2/2018,83,29,60,15,7,6
7/3/2018,64,21,36,8,3,4
7/4/2018,44,23,36,6,2,3
7/5/2018,39,27,31,5,1,3
7/6/2018,56,23,30,6,2,3
7/7/2018,53,22,24,10,3,4
7/8/2018,38,23,24,10,4,4
7/9/2018,43,25,57,9,3,4
7/10/2018,49,27,41,7,3,3
7/11/2018,27,34,47,9,4,3
7/12/2018,58,20,26,11,1,3
7/13/2018,42,26,55,8,4,3
7/14/2018,53,28,43,8,2,3
7/15/2018,42,28,32,6,2,3
7/16/2018,32,31,25,7,2,3
7/17/2018,54,35,13,5,2,2
7/18/2018,36,29,26,6,2,3
7/19/2018,38,32,30,6,3,3
7/20/2018,50,29,50,7,4,4
7/21/2018,47,36,53,5,2,4
7/22/2018,77,34,50,9,4,4
7/23/2018,77,36,83,12,6,7
7/24/2018,56,36,38,4,1,6
7/25/2018,58,25,19,11,2,5
7/26/2018,71,34,39,10,4,3
7/27/2018,65,32,47,8,3,3
7/28/2018,59,40,84,15,5,4
7/29/2018,68,47,87,14,5,5
7/30/2018,84,58,115,16,7,5
7/31/2018,114,62,87,16,7,6
8/1/2018,134,46,53,41,3,6
8/2/2018,80,40,70,23,6,6
8/3/2018,79,30,72,15,4,5
8/4/2018,65,38,100,15,5,6
8/5/2018,79,29,98,12,4,4
8/6/2018,54,44,101,11,7,4
8/7/2018,87,32,101,10,5,4
8/8/2018,73,28,66,7,4,3
8/9/2018,52,29,64,6,4,2
8/10/2018,59,34,61,6,4,2
8/11/2018,74,43,101,10,5,3
8/12/2018,92,50,107,10,4,3
8/13/2018,100,28,52,6,2,2
8/14/2018,61,17,34,4,0,3
8/15/2018,52,19,41,10,2,3
8/16/2018,46,25,49,7,2,3
8/17/2018,57,29,56,8,3,4
8/18/2018,49,29,59,12,3,4
8/19/2018,62,19,59,7,1,3
8/20/2018,48,14,32,8,2,4
8/21/2018,20,14,39,7,2,4
8/22/2018,36,27,45,8,3,4
8/23/2018,54,32,94,17,3,5
8/24/2018,63,31,46,17,4,5
8/25/2018,59,25,30,18,2,7
8/26/2018,59,24,53,6,1,6
8/27/2018,62,20,52,7,1,6
8/28/2018,57,10,52,6,1,4
8/29/2018,28,10,45,7,0,4
8/30/2018,14,10,35,4,0,3
8/31/2018,22,14,20,6,0,4
9/1/2018,29,30,24,11,2,5
9/2/2018,58,30,45,10,4,4
9/3/2018,54,37,56,12,4,5
9/4/2018,69,39,63,17,5,6
9/5/2018,73,43,62,7,3,5
9/6/2018,90,33,62,7,2,4
9/7/2018,80,33,52,10,3,4
9/8/2018,73,24,44,12,2,6
9/9/2018,41,11,42,11,0,5
9/10/2018,15,32,55,8,2,4
9/11/2018,46,33,49,11,2,4
9/12/2018,56,27,44,9,4,4
9/13/2018,66,33,75,11,2,4
9/14/2018,67,23,50,7,2,3
9/15/2018,29,32,23,4,0,3
9/16/2018,22,38,21,5,1,3
9/17/2018,50,34,40,9,3,4
9/18/2018,64,27,51,11,1,5
9/19/2018,58,28,51,9,2,3
9/20/2018,51,26,49,8,3,3
9/21/2018,51,34,55,10,3,3
9/22/2018,76,28,55,8,4,3
9/23/2018,59,38,77,7,4,4
9/24/2018,74,19,51,7,2,4
9/25/2018,32,33,48,7,1,4
9/26/2018,41,35,72,6,2,4
9/27/2018,59,37,61,7,1,4
9/28/2018,56,37,62,9,2,4
9/29/2018,62,34,100,10,2,4
9/30/2018,67,40,91,9,2,5
10/1/2018,76,48,80,7,2,5
4/2/2018,101,62,43,15,7,7
4/3/2018,124,51,34,14,5,7
4/4/2018,102,39,30,10,5,5
4/5/2018,71,33,29,9,4,5
4/6/2018,74,28,31,12,4,6
4/7/2018,64,69,36,7,3,3
4/8/2018,83,69,46,10,5,3
4/9/2018,95,61,59,19,7,4
4/10/2018,124,51,58,18,7,5
4/11/2018,108,33,44,14,6,4
4/12/2018,62,29,30,11,4,4
4/13/2018,70,27,22,11,6,5
4/14/2018,78,23,16,14,5,6
4/15/2018,65,30,23,12,4,7
4/16/2018,69,78,38,9,4,6
4/17/2018,88,54,48,7,5,5
4/18/2018,90,44,49,8,5,4
4/19/2018,92,46,49,9,5,3
4/20/2018,76,47,41,12,5,3
4/21/2018,79,49,39,12,6,4
4/22/2018,95,41,35,9,7,4
4/23/2018,88,28,28,8,5,4
4/24/2018,56,28,31,12,4,5
4/25/2018,95,34,41,5,4,5
4/26/2018,96,44,58,7,6,5
4/27/2018,98,48,51,8,8,5
4/28/2018,119,50,54,7,7,5
4/29/2018,111,44,58,6,7,6
4/30/2018,113,27,37,7,6,5
5/1/2018,64,24,25,5,5,4
5/2/2018,66,31,28,8,5,4
5/3/2018,71,26,66,10,4,5
5/4/2018,74,39,51,12,8,4
5/5/2018,59,44,49,15,8,4
5/6/2018,76,22,34,4,4,3
5/7/2018,42,17,24,5,3,3
5/8/2018,34,21,37,9,5,4
5/9/2018,49,31,45,6,4,5
5/10/2018,70,47,45,8,5,4
5/11/2018,63,43,57,6,6,4
5/12/2018,73,44,44,12,8,5
5/13/2018,87,43,42,10,7,5
5/14/2018,102,29,32,10,6,5
5/15/2018,77,16,19,6,5,4
5/16/2018,37,22,16,6,6,4
5/17/2018,44,32,26,6,6,2
5/18/2018,63,43,39,11,8,4
5/19/2018,83,41,43,10,8,4
5/20/2018,85,23,23,6,6,3
5/21/2018,46,20,31,5,5,3
5/22/2018,53,28,32,4,6,4
5/23/2018,66,40,35,8,6,4
5/24/2018,78,57,51,5,7,5
5/25/2018,57,47,48,4,6,4
5/26/2018,76,39,40,8,6,3
5/27/2018,67,49,50,14,8,4
5/28/2018,87,44,49,7,8,4
5/29/2018,75,35,47,5,6,3
5/30/2018,73,37,40,10,7,4
5/31/2018,77,37,35,13,13,5
6/1/2018,61,21,38,8,5,5
6/2/2018,37,32,79,6,9,4
6/3/2018,52,48,94,7,11,4
6/4/2018,86,37,81,6,9,4
6/5/2018,80,35,43,8,9,4
6/6/2018,75,31,35,5,10,3
6/7/2018,74,29,49,7,6,5
6/8/2018,56,38,49,9,9,4
6/9/2018,57,21,30,5,4,3
6/10/2018,38,31,24,10,5,4
6/11/2018,75,29,45,10,4,6
6/12/2018,66,40,85,9,6,7
6/13/2018,78,54,65,10,6,6
6/14/2018,89,36,54,8,1,4
6/15/2018,50,27,56,6,2,3
6/16/2018,42,43,60,7,3,2
6/17/2018,61,36,53,10,1,3
6/18/2018,66,18,22,9,4,5
6/19/2018,43,17,27,4,3,5
6/20/2018,40,35,27,5,4,4
6/21/2018,72,24,31,10,4,4
6/22/2018,42,22,23,6,5,4
6/23/2018,33,16,20,10,4,4
6/24/2018,29,15,24,5,5,3
6/25/2018,33,13,18,5,4,3
6/26/2018,27,12,26,7,4,3
6/27/2018,33,21,44,9,4,3
6/28/2018,59,14,41,7,4,3
6/29/2018,32,29,42,14,5,4
